Period,article_volume,average_news_sentiment,AVG_AAPL_Density,AVG_NVDA_Density,AVG_GOOGL_Density,market_average_sentiment,10-K_sentiment,10-Q_sentiment,8-K_sentiment,mspr
2018-01-01,1.0,0.0,0.0625,0.0625,0.0,0.31122322214974296,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-02,7.0,0.0,0.000996525192355423,0.04133752902181793,0.0,0.31122322214974296,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-03,10.0,0.23491777181625367,0.0,0.07147869674185463,0.0,-0.01850534478823344,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-04,13.0,-0.06577666997909545,0.005405405405405406,0.04176306248129452,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-05,9.0,0.37567237615585325,0.0125,0.07119139451613679,0.0,0.0715106725692749,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-06,2.0,0.0,0.009220022742568054,0.017307558422872526,0.0,0.0715106725692749,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-07,11.0,0.14190250635147095,0.0,0.03397898143885924,0.0025009009009009007,0.0715106725692749,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-08,44.0,0.29002803564071655,0.0,0.1142929292929293,0.0,0.15237165490786234,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-09,13.0,0.0971914529800415,0.0,0.057628148249266264,0.0,0.41282764077186584,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-10,17.0,-0.30521615743637087,0.0,0.08733703436427376,0.0,0.21989670395851135,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-11,2.0,0.0,0.0,0.03061474835272676,0.0,0.21989670395851135,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-12,7.0,0.19629446268081666,0.0,0.04495038871142674,0.0009577015163607343,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-13,2.0,0.0,0.0027397260273972603,0.02377941693010186,0.01282051282051282,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-14,2.0,0.4277271032333374,0.0,0.042723004694835684,0.0028169014084507044,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-15,0.0,0.4277271032333374,0.0,0.042723004694835684,0.0028169014084507044,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-16,8.0,0.5031310558319092,0.0,0.04941233967705507,0.0,0.15104538202285767,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-17,7.0,-0.19121547937393188,0.0,0.036633334098104896,0.03018172119487909,0.2799070080121358,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-18,4.0,0.3983764499425888,0.0,0.06371938420722215,0.0,0.30672305822372437,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-19,20.0,0.4865778923034668,0.0,0.06797442323758113,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-20,1.0,0.9467369318008423,0.0,0.04,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-21,2.0,0.47336846590042114,0.0,0.026483600305110603,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-22,9.0,-0.3804859519004822,0.0,0.04940399385560675,0.0,-0.16382460594177245,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-23,14.0,-0.11033673286437988,0.00044355111348786324,0.08430818073970262,0.0,0.3106940786043803,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-24,2.0,0.0,0.0,0.09401709401709402,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-25,6.0,0.0,0.0,0.05625096957683358,0.000975609756097561,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-26,0.0,0.0,0.0,0.05625096957683358,0.000975609756097561,0.0794634868701299,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-27,2.0,0.0,0.08541846419327007,0.07722174288179465,0.0,0.0794634868701299,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-28,2.0,-0.3728409707546234,0.0,0.022018348623853212,0.0,0.0794634868701299,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-29,4.0,0.0,0.00035561877667140827,0.04846999254893992,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-30,2.0,0.0,0.0024752475247524753,0.0496001523229246,0.0,-0.4162244371005467,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-01-31,7.0,0.2560924649238586,0.0,0.03023486428878226,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-02-01,16.0,-0.7330562829971313,0.0,0.081010101010101,0.0,0.0,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
2018-02-02,8.0,0.3587345242500305,0.0,0.07361886049966546,0.0,-0.22253463949475968,-0.0739559611249575,0.020997141301631928,-0.03212770214304328,-43.780097
