DATE,open NVIDIA,high NVIDIA,low NVIDIA,close NVIDIA,volume NVIDIA,open GOOGLE,high GOOGLE,low GOOGLE,close GOOGLE,volume GOOGLE,date APPLE,open APPLE,high APPLE,low APPLE,close APPLE,volume APPLE
2022-08-09,"$17,23","$17,42","$16,70","$17,06","$66.731.231,00","$116,33","$116,52","$114,92","$115,83","$18.955.731,00",2022-08-09,"$161,47","$163,24","$160,71","$162,36","$62.154.358,00"
2022-08-10,"$17,67","$18,09","$17,29","$18,07","$59.657.074,00","$117,97","$120,09","$117,60","$118,88","$30.718.489,00",2022-08-10,"$165,07","$166,71","$164,31","$166,61","$69.080.046,00"
2022-08-11,"$18,11","$18,68","$17,85","$17,92","$50.860.272,00","$120,45","$120,66","$117,75","$118,03","$24.127.250,00",2022-08-11,"$167,42","$168,33","$165,58","$165,87","$56.261.079,00"
2022-08-12,"$18,13","$18,69","$17,93","$18,68","$47.741.447,00","$119,44","$120,85","$118,64","$120,85","$18.965.462,00",2022-08-12,"$167,18","$169,49","$166,77","$169,43","$66.982.042,00"
2022-08-15,"$18,67","$19,14","$18,59","$19,00","$45.701.391,00","$120,30","$121,46","$119,78","$121,24","$19.361.298,00",2022-08-15,"$168,86","$170,70","$168,69","$170,50","$53.251.106,00"
2022-08-16,"$18,89","$19,11","$18,47","$18,85","$45.059.665,00","$120,69","$121,59","$119,81","$120,87","$18.910.805,00",2022-08-16,"$170,10","$171,01","$168,99","$170,34","$55.500.995,00"
2022-08-17,"$18,50","$18,66","$18,12","$18,31","$44.616.307,00","$119,30","$120,46","$118,56","$118,73","$22.690.463,00",2022-08-17,"$170,09","$173,41","$169,89","$171,84","$78.305.921,00"
2022-08-18,"$18,28","$18,84","$18,16","$18,75","$41.485.572,00","$118,61","$119,99","$117,91","$119,35","$17.864.454,00",2022-08-18,"$171,05","$172,18","$170,43","$171,44","$61.322.109,00"
2022-08-19,"$18,38","$18,49","$17,74","$17,82","$44.095.991,00","$118,24","$118,33","$115,96","$116,41","$21.660.132,00",2022-08-19,"$170,34","$171,04","$168,65","$168,86","$69.253.127,00"
2022-08-22,"$17,47","$17,53","$16,94","$17,01","$40.901.082,00","$114,41","$114,84","$113,07","$113,46","$21.309.680,00",2022-08-22,"$167,05","$167,22","$164,54","$164,97","$67.954.098,00"
2022-08-23,"$16,96","$17,44","$16,95","$17,16","$36.946.033,00","$112,70","$114,22","$112,65","$113,08","$15.761.664,00",2022-08-23,"$164,48","$166,09","$164,06","$164,63","$53.305.639,00"
2022-08-24,"$16,99","$17,38","$16,87","$17,20","$52.191.716,00","$112,72","$113,99","$112,10","$112,91","$17.613.133,00",2022-08-24,"$164,72","$165,50","$163,67","$164,93","$53.004.808,00"
2022-08-25,"$16,82","$17,92","$16,81","$17,89","$76.959.413,00","$113,45","$115,92","$113,33","$115,85","$16.840.643,00",2022-08-25,"$166,16","$167,50","$165,73","$167,39","$50.422.259,00"
2022-08-26,"$17,83","$17,90","$16,21","$16,24","$76.803.466,00","$113,93","$114,33","$109,44","$109,58","$36.990.576,00",2022-08-26,"$167,92","$168,39","$161,02","$161,08","$77.733.924,00"
2022-08-29,"$16,00","$16,31","$15,74","$15,78","$49.542.543,00","$109,24","$110,19","$108,06","$108,67","$21.046.006,00",2022-08-29,"$158,65","$160,37","$157,34","$158,87","$72.174.676,00"
2022-08-30,"$15,94","$16,02","$15,16","$15,45","$52.942.662,00","$109,42","$109,74","$107,06","$108,19","$27.324.804,00",2022-08-30,"$159,61","$160,03","$155,27","$156,44","$76.695.519,00"
2022-08-31,"$15,36","$15,52","$14,94","$15,07","$57.289.268,00","$109,89","$110,09","$107,39","$107,48","$28.430.878,00",2022-08-31,"$157,82","$158,09","$154,70","$154,78","$86.623.718,00"
2022-09-01,"$14,19","$14,36","$13,25","$13,92","$117.719.004,00","$107,54","$109,69","$106,63","$108,99","$28.166.663,00",2022-09-01,"$154,21","$155,96","$152,27","$155,51","$73.076.367,00"
2022-09-02,"$14,08","$14,15","$13,57","$13,63","$74.210.105,00","$109,83","$109,98","$106,53","$107,11","$23.995.204,00",2022-09-02,"$157,27","$157,87","$152,56","$153,39","$75.761.870,00"
2022-09-06,"$13,71","$13,76","$13,33","$13,45","$53.498.727,00","$106,57","$107,29","$105,06","$106,08","$24.896.573,00",2022-09-06,"$154,04","$154,65","$151,30","$152,13","$72.569.270,00"
2022-09-07,"$13,55","$13,82","$13,33","$13,70","$51.208.185,00","$106,33","$109,23","$106,17","$108,70","$23.008.284,00",2022-09-07,"$152,41","$154,24","$151,22","$153,54","$86.090.644,00"
2022-09-08,"$13,44","$13,99","$13,35","$13,97","$62.416.737,00","$107,30","$108,85","$106,43","$107,64","$24.072.257,00",2022-09-08,"$152,24","$153,93","$150,31","$152,06","$83.604.089,00"
2022-09-09,"$14,14","$14,46","$14,11","$14,37","$48.657.988,00","$108,32","$110,23","$108,27","$109,89","$23.054.588,00",2022-09-09,"$153,05","$155,37","$152,35","$154,92","$66.971.645,00"
2022-09-12,"$14,35","$14,53","$14,18","$14,49","$48.361.514,00","$110,23","$110,86","$109,18","$110,10","$22.809.426,00",2022-09-12,"$157,11","$161,71","$156,82","$160,89","$103.324.985,00"
2022-09-13,"$13,79","$13,91","$13,08","$13,12","$71.414.978,00","$107,06","$107,56","$103,38","$103,61","$37.911.384,00",2022-09-13,"$157,42","$158,05","$150,99","$151,45","$120.750.495,00"
2022-09-14,"$13,24","$13,28","$12,90","$13,11","$58.784.305,00","$103,85","$104,55","$102,95","$104,28","$26.214.337,00",2022-09-14,"$152,39","$154,66","$151,22","$152,90","$86.598.428,00"
2022-09-15,"$13,00","$13,22","$12,78","$12,91","$52.303.389,00","$103,32","$104,55","$101,65","$102,21","$33.954.102,00",2022-09-15,"$152,25","$152,83","$149,03","$150,00","$89.075.041,00"
2022-09-16,"$12,73","$13,20","$12,60","$13,18","$66.999.407,00","$101,37","$102,42","$100,25","$102,10","$42.503.999,00",2022-09-16,"$148,86","$149,00","$146,06","$148,36","$159.756.964,00"
2022-09-19,"$13,00","$13,45","$13,00","$13,37","$56.904.240,00","$101,05","$102,62","$100,85","$102,36","$22.879.015,00",2022-09-19,"$146,99","$152,16","$146,78","$152,08","$80.208.101,00"
2022-09-20,"$13,20","$13,47","$13,04","$13,16","$52.422.830,00","$101,38","$101,67","$99,83","$100,45","$26.335.479,00",2022-09-20,"$151,02","$155,62","$150,70","$154,46","$106.016.318,00"
2022-09-21,"$13,20","$14,02","$13,10","$13,25","$80.677.187,00","$100,97","$102,18","$98,59","$98,60","$31.271.572,00",2022-09-21,"$154,90","$156,27","$151,21","$151,33","$100.116.438,00"
2022-09-22,"$13,06","$13,13","$12,41","$12,55","$75.831.009,00","$98,14","$100,55","$98,11","$99,45","$34.063.696,00",2022-09-22,"$150,01","$152,07","$148,57","$150,37","$85.305.909,00"
2022-09-23,"$12,41","$12,60","$12,24","$12,50","$66.256.196,00","$98,95","$98,98","$96,80","$98,06","$31.408.795,00",2022-09-23,"$148,84","$149,12","$146,25","$148,09","$94.537.584,00"
2022-09-26,"$12,48","$12,64","$12,20","$12,21","$54.672.502,00","$97,43","$99,20","$97,13","$97,50","$26.887.202,00",2022-09-26,"$147,33","$151,38","$147,32","$148,43","$91.888.885,00"
2022-09-27,"$12,49","$12,72","$12,24","$12,40","$55.322.939,00","$98,75","$99,32","$96,21","$96,83","$29.866.773,00",2022-09-27,"$150,37","$152,32","$147,62","$149,40","$83.130.433,00"
2022-09-28,"$12,40","$12,81","$12,34","$12,72","$54.180.484,00","$96,98","$100,01","$96,44","$99,36","$32.243.939,00",2022-09-28,"$145,35","$148,30","$142,59","$147,51","$144.411.829,00"
2022-09-29,"$12,43","$12,49","$11,93","$12,21","$53.216.147,00","$97,96","$97,96","$95,30","$96,75","$30.834.556,00",2022-09-29,"$143,83","$144,44","$138,49","$140,27","$126.146.878,00"
2022-09-30,"$12,07","$12,62","$12,06","$12,13","$56.500.002,00","$96,39","$98,22","$94,91","$94,99","$32.715.840,00",2022-09-30,"$139,09","$140,88","$135,86","$136,05","$122.983.986,00"
2022-10-03,"$12,33","$12,66","$12,09","$12,50","$54.686.151,00","$96,10","$98,61","$95,86","$97,96","$27.790.348,00",2022-10-03,"$136,06","$140,85","$135,55","$140,24","$112.535.275,00"
2022-10-04,"$12,86","$13,21","$12,86","$13,15","$58.352.508,00","$99,75","$101,14","$99,69","$100,94","$28.653.152,00",2022-10-04,"$142,78","$143,95","$142,02","$143,83","$86.465.217,00"
2022-10-05,"$12,90","$13,31","$12,61","$13,19","$50.655.864,00","$99,14","$101,23","$98,12","$100,74","$22.024.987,00",2022-10-05,"$141,83","$145,09","$140,79","$144,13","$78.235.997,00"
2022-10-06,"$13,21","$13,64","$13,09","$13,12","$64.343.079,00","$99,99","$102,22","$99,90","$100,73","$22.171.077,00",2022-10-06,"$143,54","$145,25","$142,96","$143,17","$67.339.221,00"
2022-10-07,"$12,49","$12,66","$12,01","$12,06","$67.172.085,00","$99,17","$99,84","$97,62","$98,00","$27.314.392,00",2022-10-07,"$140,33","$140,88","$137,28","$137,91","$84.590.315,00"
2022-10-10,"$12,02","$12,11","$11,40","$11,66","$69.791.498,00","$98,32","$98,42","$96,35","$97,19","$18.100.256,00",2022-10-10,"$138,24","$139,69","$136,42","$138,24","$73.735.084,00"
2022-10-11,"$11,55","$11,83","$11,27","$11,57","$66.673.261,00","$96,76","$98,57","$95,65","$96,51","$26.325.522,00",2022-10-11,"$137,73","$139,15","$136,07","$136,82","$75.836.568,00"
2022-10-12,"$11,57","$11,72","$11,33","$11,49","$49.203.335,00","$96,63","$98,07","$96,07","$96,89","$21.726.503,00",2022-10-12,"$136,97","$138,18","$136,01","$136,19","$69.339.162,00"
2022-10-13,"$10,96","$12,06","$10,80","$11,95","$84.914.348,00","$94,50","$99,09","$93,74","$98,38","$34.337.737,00",2022-10-13,"$132,89","$141,36","$132,28","$140,77","$111.464.471,00"
2022-10-14,"$12,04","$12,10","$11,19","$11,21","$71.263.134,00","$99,31","$100,00","$95,71","$95,90","$25.236.616,00",2022-10-14,"$142,07","$142,27","$136,04","$136,23","$87.221.203,00"
2022-10-17,"$11,51","$11,93","$11,50","$11,87","$58.011.957,00","$98,18","$100,24","$98,15","$99,29","$28.224.516,00",2022-10-17,"$138,88","$140,68","$138,09","$140,20","$83.926.072,00"
2022-10-18,"$12,33","$12,48","$11,60","$11,95","$65.861.820,00","$102,42","$102,76","$99,29","$100,08","$23.895.848,00",2022-10-18,"$143,23","$144,42","$138,43","$141,52","$97.596.000,00"
2022-10-19,"$11,87","$12,34","$11,82","$12,04","$52.254.021,00","$99,32","$100,33","$98,24","$98,95","$23.647.947,00",2022-10-19,"$139,49","$142,70","$139,30","$141,62","$60.798.569,00"
2022-10-20,"$12,10","$12,75","$12,09","$12,18","$65.166.460,00","$99,32","$101,62","$98,71","$99,29","$25.149.734,00",2022-10-20,"$140,80","$143,62","$140,43","$141,16","$63.519.319,00"
2022-10-21,"$12,08","$12,48","$11,87","$12,45","$60.880.991,00","$97,17","$100,62","$97,05","$100,44","$32.236.392,00",2022-10-21,"$140,65","$145,55","$140,43","$144,98","$85.203.621,00"
2022-10-24,"$12,49","$12,70","$12,05","$12,58","$51.687.416,00","$101,10","$102,05","$99,30","$101,82","$26.990.278,00",2022-10-24,"$144,90","$147,90","$143,73","$147,13","$74.801.117,00"
2022-10-25,"$12,68","$13,29","$12,65","$13,25","$50.491.434,00","$102,20","$104,10","$102,02","$103,76","$40.333.186,00",2022-10-25,"$147,76","$150,12","$147,04","$149,97","$73.570.942,00"
2022-10-26,"$12,85","$13,37","$12,69","$12,88","$53.493.113,00","$95,77","$97,64","$94,04","$94,28","$87.674.300,00",2022-10-26,"$148,61","$149,63","$145,74","$147,03","$86.823.760,00"
2022-10-27,"$13,61","$13,82","$13,11","$13,16","$58.245.810,00","$93,87","$94,78","$91,17","$91,59","$60.294.994,00",2022-10-27,"$145,77","$146,73","$141,89","$142,55","$107.483.534,00"
2022-10-28,"$13,09","$13,83","$13,05","$13,82","$52.045.236,00","$91,64","$95,89","$91,50","$95,63","$43.397.956,00",2022-10-28,"$145,90","$155,05","$145,52","$153,32","$162.201.992,00"
2022-10-31,"$13,76","$13,82","$13,28","$13,48","$48.579.331,00","$94,77","$95,37","$93,34","$93,86","$31.458.063,00",2022-10-31,"$150,78","$151,84","$149,56","$150,96","$96.421.165,00"
2022-11-01,"$13,80","$13,91","$13,50","$13,53","$43.232.791,00","$94,80","$95,37","$89,75","$89,85","$46.838.307,00",2022-11-01,"$152,67","$153,03","$146,81","$148,31","$79.130.206,00"
2022-11-02,"$13,83","$14,19","$13,20","$13,20","$67.186.964,00","$90,32","$90,56","$86,28","$86,37","$56.647.598,00",2022-11-02,"$146,64","$149,81","$142,75","$142,78","$92.149.963,00"
2022-11-03,"$13,03","$13,77","$12,94","$13,41","$49.950.225,00","$85,73","$85,93","$82,77","$82,86","$60.868.194,00",2022-11-03,"$139,85","$140,58","$136,59","$136,72","$96.396.843,00"
2022-11-04,"$13,97","$14,21","$13,68","$14,14","$61.188.793,00","$84,82","$86,05","$83,14","$85,99","$50.774.677,00",2022-11-04,"$140,11","$140,69","$132,51","$136,46","$138.856.438,00"
2022-11-07,"$14,21","$14,40","$13,94","$14,28","$40.959.937,00","$86,68","$88,29","$86,26","$87,88","$33.845.491,00",2022-11-07,"$135,20","$137,22","$133,78","$136,99","$82.215.086,00"
2022-11-08,"$14,78","$14,87","$14,20","$14,59","$59.462.335,00","$88,29","$89,70","$86,99","$88,29","$30.220.578,00",2022-11-08,"$138,46","$139,46","$135,58","$137,56","$88.658.160,00"
2022-11-09,"$14,15","$14,20","$13,74","$13,76","$45.390.238,00","$87,84","$88,82","$86,68","$86,72","$31.551.497,00",2022-11-09,"$136,57","$136,62","$132,72","$132,99","$73.875.939,00"
2022-11-10,"$14,78","$15,76","$14,53","$15,73","$70.003.171,00","$91,62","$93,74","$90,98","$93,30","$51.266.537,00",2022-11-10,"$139,28","$144,83","$137,56","$144,83","$117.201.114,00"
2022-11-11,"$15,79","$16,37","$15,46","$16,31","$65.474.878,00","$94,04","$96,27","$93,28","$95,75","$32.863.813,00",2022-11-11,"$143,79","$147,92","$142,36","$147,62","$92.672.710,00"
2022-11-14,"$16,20","$16,52","$15,90","$16,28","$52.725.641,00","$94,44","$96,13","$93,86","$95,04","$29.972.823,00",2022-11-14,"$146,90","$148,19","$145,38","$146,22","$72.353.701,00"
2022-11-15,"$16,70","$16,98","$16,36","$16,65","$54.525.973,00","$97,59","$99,45","$96,05","$97,77","$41.355.586,00",2022-11-15,"$150,10","$151,45","$146,49","$147,95","$88.618.505,00"
2022-11-16,"$16,14","$16,34","$15,86","$15,89","$64.881.604,00","$97,23","$98,96","$96,97","$98,17","$28.905.786,00",2022-11-16,"$147,06","$147,79","$145,24","$146,72","$63.325.226,00"
2022-11-17,"$15,70","$16,25","$15,52","$15,66","$71.009.095,00","$96,31","$98,60","$96,13","$97,69","$25.874.131,00",2022-11-17,"$144,39","$149,37","$144,12","$148,62","$79.271.405,00"
2022-11-18,"$15,95","$15,98","$15,10","$15,39","$49.151.602,00","$98,09","$98,22","$95,71","$96,76","$28.148.155,00",2022-11-18,"$150,19","$150,58","$147,88","$149,19","$73.788.940,00"
2022-11-21,"$15,13","$15,46","$15,06","$15,30","$40.428.480,00","$96,62","$97,73","$94,70","$94,95","$21.499.120,00",2022-11-21,"$148,07","$148,28","$145,67","$145,95","$57.907.414,00"
2022-11-22,"$15,31","$16,04","$15,10","$16,02","$47.233.242,00","$95,29","$96,55","$93,41","$96,39","$23.277.925,00",2022-11-22,"$146,07","$148,33","$144,89","$148,09","$51.083.644,00"
2022-11-23,"$16,08","$16,51","$16,03","$16,50","$42.675.983,00","$96,43","$98,08","$96,43","$97,79","$18.738.853,00",2022-11-23,"$147,37","$149,72","$147,26","$148,97","$57.490.614,00"
2022-11-25,"$16,30","$16,47","$16,15","$16,25","$16.774.541,00","$97,57","$97,96","$96,73","$96,79","$9.634.986,00",2022-11-25,"$146,25","$146,81","$145,07","$146,05","$34.706.422,00"
2022-11-28,"$16,01","$16,34","$15,71","$15,81","$30.380.992,00","$96,37","$96,91","$94,96","$95,39","$26.072.612,00",2022-11-28,"$143,12","$144,60","$141,39","$142,21","$68.282.980,00"
2022-11-29,"$15,81","$15,91","$15,50","$15,62","$29.804.867,00","$95,07","$95,46","$93,47","$94,54","$19.924.309,00",2022-11-29,"$142,28","$142,80","$138,40","$139,21","$82.598.868,00"
2022-11-30,"$15,68","$16,92","$15,58","$16,91","$56.480.715,00","$94,17","$100,35","$93,77","$100,30","$43.348.487,00",2022-11-30,"$139,43","$146,65","$138,60","$145,97","$109.831.891,00"
2022-12-01,"$16,98","$17,25","$16,62","$17,12","$47.056.705,00","$100,33","$101,55","$99,56","$100,30","$28.490.588,00",2022-12-01,"$146,15","$147,06","$144,57","$146,25","$70.259.495,00"
2022-12-02,"$16,64","$16,92","$16,43","$16,86","$37.106.508,00","$98,37","$100,08","$98,22","$99,75","$21.333.559,00",2022-12-02,"$143,93","$145,94","$143,62","$145,75","$64.537.220,00"
2022-12-05,"$16,66","$16,98","$16,46","$16,60","$35.194.769,00","$98,72","$100,69","$98,32","$98,80","$24.237.924,00",2022-12-05,"$145,72","$148,82","$143,74","$144,59","$67.869.223,00"
2022-12-06,"$16,52","$16,56","$15,81","$15,97","$35.238.768,00","$98,62","$99,10","$95,76","$96,32","$24.740.025,00",2022-12-06,"$145,03","$145,25","$139,95","$140,92","$63.827.016,00"
2022-12-07,"$15,76","$16,17","$15,65","$16,11","$37.206.420,00","$95,75","$96,22","$94,07","$94,29","$30.832.800,00",2022-12-07,"$140,21","$141,38","$138,05","$138,98","$68.751.465,00"
2022-12-08,"$16,26","$17,16","$15,95","$17,15","$51.500.817,00","$94,73","$94,93","$92,81","$93,07","$31.992.633,00",2022-12-08,"$140,38","$141,52","$139,14","$140,67","$61.264.296,00"
2022-12-09,"$17,15","$17,57","$16,96","$16,99","$46.493.310,00","$93,13","$93,61","$92,11","$92,19","$28.032.100,00",2022-12-09,"$140,36","$143,55","$138,94","$140,18","$75.038.729,00"
2022-12-12,"$17,02","$17,52","$16,78","$17,52","$45.692.877,00","$92,07","$92,92","$90,98","$92,67","$28.810.290,00",2022-12-12,"$140,72","$142,49","$139,10","$142,48","$69.482.786,00"
2022-12-13,"$18,51","$18,77","$17,70","$18,06","$65.601.841,00","$97,09","$98,85","$94,38","$94,97","$40.315.579,00",2022-12-13,"$147,42","$147,88","$142,23","$143,45","$92.580.493,00"
2022-12-14,"$17,97","$18,24","$17,40","$17,66","$49.645.513,00","$94,55","$96,21","$92,96","$94,42","$28.536.784,00",2022-12-14,"$143,33","$144,62","$139,20","$141,22","$81.146.789,00"
2022-12-15,"$17,13","$17,30","$16,69","$16,94","$47.812.427,00","$92,49","$93,00","$89,39","$90,24","$39.832.294,00",2022-12-15,"$139,15","$139,83","$134,14","$134,60","$97.556.058,00"
2022-12-16,"$16,85","$17,03","$16,40","$16,56","$47.781.633,00","$90,14","$90,70","$88,91","$89,64","$57.614.455,00",2022-12-16,"$134,79","$135,74","$131,87","$132,64","$157.929.634,00"
2022-12-19,"$16,56","$16,59","$16,13","$16,24","$35.372.949,00","$89,64","$89,94","$87,61","$87,83","$29.291.006,00",2022-12-19,"$133,23","$133,32","$129,49","$130,53","$78.485.687,00"
2022-12-20,"$16,05","$16,30","$15,84","$16,07","$40.290.881,00","$87,51","$88,56","$86,84","$88,41","$23.293.178,00",2022-12-20,"$129,56","$131,40","$128,08","$130,46","$76.355.940,00"
2022-12-21,"$16,10","$16,61","$16,09","$16,49","$32.474.179,00","$88,47","$89,60","$87,72","$88,97","$24.576.140,00",2022-12-21,"$131,13","$134,91","$130,90","$133,57","$84.733.001,00"
2022-12-22,"$16,08","$16,12","$14,87","$15,33","$56.455.161,00","$87,56","$87,93","$85,73","$87,16","$27.468.847,00",2022-12-22,"$132,48","$132,69","$128,49","$130,39","$76.769.424,00"
2022-12-23,"$15,18","$15,33","$14,87","$15,19","$34.902.235,00","$86,51","$88,93","$86,47","$88,62","$22.845.475,00",2022-12-23,"$129,10","$130,58","$127,84","$130,03","$62.927.415,00"
2022-12-27,"$15,06","$15,09","$14,04","$14,11","$46.449.735,00","$88,19","$88,33","$86,41","$86,79","$19.959.688,00",2022-12-27,"$129,55","$129,58","$126,93","$128,22","$68.048.123,00"
2022-12-28,"$13,91","$14,25","$13,87","$14,02","$35.076.133,00","$86,38","$87,44","$85,35","$85,43","$19.389.455,00",2022-12-28,"$127,87","$129,21","$124,12","$124,29","$84.250.234,00"
2022-12-29,"$14,39","$14,67","$14,21","$14,59","$35.461.452,00","$86,03","$88,24","$86,02","$87,84","$23.173.700,00",2022-12-29,"$126,21","$128,67","$125,95","$127,81","$74.650.881,00"
2022-12-30,"$14,32","$14,62","$14,22","$14,60","$31.021.997,00","$86,38","$87,70","$85,98","$87,63","$23.821.988,00",2022-12-30,"$126,62","$128,14","$125,66","$128,12","$75.962.907,00"
2023-01-03,"$14,84","$14,98","$14,08","$14,30","$40.092.620,00","$88,97","$90,43","$87,91","$88,51","$27.938.513,00",2023-01-03,"$128,47","$129,08","$122,44","$123,33","$110.558.236,00"
2023-01-04,"$14,55","$14,84","$14,23","$14,74","$43.094.926,00","$89,73","$90,03","$86,67","$87,48","$34.616.045,00",2023-01-04,"$125,13","$126,87","$123,34","$124,60","$87.874.289,00"
2023-01-05,"$14,48","$14,55","$14,14","$14,25","$38.882.980,00","$86,87","$86,97","$85,31","$85,61","$27.008.090,00",2023-01-05,"$125,36","$125,99","$123,03","$123,28","$79.836.721,00"
2023-01-06,"$14,46","$15,00","$14,02","$14,85","$40.469.194,00","$86,20","$87,09","$84,28","$86,74","$41.098.027,00",2023-01-06,"$124,26","$128,48","$123,15","$127,82","$86.534.313,00"
2023-01-09,"$15,27","$16,04","$15,13","$15,61","$50.379.179,00","$87,75","$89,43","$87,26","$87,42","$28.805.235,00",2023-01-09,"$128,66","$131,56","$128,08","$128,34","$69.806.310,00"
2023-01-10,"$15,49","$15,95","$15,46","$15,90","$38.376.569,00","$85,39","$88,06","$85,24","$87,81","$30.259.048,00",2023-01-10,"$128,45","$129,43","$126,34","$128,91","$63.007.577,00"
2023-01-11,"$15,83","$16,01","$15,55","$15,99","$35.297.798,00","$88,57","$90,97","$88,40","$90,89","$26.677.970,00",2023-01-11,"$129,43","$131,65","$128,65","$131,63","$68.492.959,00"
2023-01-12,"$16,09","$16,62","$15,48","$16,50","$55.092.814,00","$90,85","$91,24","$89,14","$90,51","$30.050.886,00",2023-01-12,"$132,02","$132,39","$129,61","$131,56","$70.386.941,00"
2023-01-13,"$16,26","$16,91","$16,15","$16,88","$44.689.802,00","$90,23","$91,56","$89,51","$91,49","$26.148.862,00",2023-01-13,"$130,19","$133,04","$129,83","$132,89","$57.005.744,00"
2023-01-17,"$16,88","$17,71","$16,88","$17,69","$51.065.755,00","$91,43","$91,62","$89,43","$90,66","$32.379.106,00",2023-01-17,"$132,96","$135,38","$132,27","$134,05","$62.761.475,00"
2023-01-18,"$17,65","$17,86","$17,27","$17,36","$43.924.157,00","$91,51","$92,16","$90,02","$90,50","$28.917.231,00",2023-01-18,"$134,92","$136,68","$133,15","$133,33","$68.703.843,00"
2023-01-19,"$17,02","$17,18","$16,72","$16,75","$45.253.715,00","$90,10","$92,96","$90,01","$92,41","$36.746.942,00",2023-01-19,"$132,22","$134,36","$131,91","$133,39","$57.469.894,00"
2023-01-20,"$17,00","$17,84","$16,81","$17,82","$56.447.621,00","$94,45","$97,63","$94,37","$97,35","$62.758.243,00",2023-01-20,"$133,40","$136,10","$132,35","$135,95","$79.107.906,00"
2023-01-23,"$18,05","$19,23","$17,80","$19,18","$65.459.251,00","$97,28","$99,35","$96,83","$99,11","$39.731.049,00",2023-01-23,"$136,20","$141,33","$135,98","$139,15","$80.623.269,00"
2023-01-24,"$18,81","$19,48","$18,80","$19,25","$49.577.134,00","$97,43","$98,93","$96,53","$97,03","$32.851.939,00",2023-01-24,"$138,36","$141,17","$138,35","$140,55","$65.511.171,00"
2023-01-25,"$18,90","$19,35","$18,56","$19,31","$44.914.626,00","$94,92","$95,50","$93,12","$94,57","$42.040.018,00",2023-01-25,"$138,93","$140,45","$136,88","$139,89","$64.884.205,00"
2023-01-26,"$19,68","$20,15","$19,26","$19,78","$48.911.017,00","$95,84","$96,90","$94,73","$96,85","$29.907.694,00",2023-01-26,"$141,18","$142,24","$139,93","$141,96","$53.352.642,00"
2023-01-27,"$19,45","$20,61","$19,39","$20,35","$54.167.083,00","$96,64","$99,63","$96,64","$98,69","$33.647.672,00",2023-01-27,"$141,17","$145,18","$141,09","$143,90","$69.574.556,00"
2023-01-30,"$19,93","$20,12","$19,13","$19,15","$48.818.537,00","$96,81","$97,62","$95,73","$96,28","$27.039.710,00",2023-01-30,"$142,94","$143,53","$140,86","$141,01","$63.125.040,00"
2023-01-31,"$19,15","$19,67","$18,93","$19,52","$49.758.325,00","$96,21","$98,20","$96,16","$98,16","$29.666.072,00",2023-01-31,"$140,72","$142,33","$140,30","$142,28","$64.958.402,00"
2023-02-01,"$19,67","$21,17","$19,59","$20,92","$65.990.305,00","$98,03","$100,50","$96,91","$99,74","$35.287.730,00",2023-02-01,"$141,97","$144,57","$139,36","$143,41","$76.583.530,00"
2023-02-02,"$20,98","$21,93","$20,68","$21,69","$56.378.451,00","$105,08","$107,11","$104,89","$107,00","$69.405.067,00",2023-02-02,"$146,83","$149,08","$146,11","$148,72","$116.693.223,00"
2023-02-03,"$20,98","$21,73","$20,77","$21,08","$42.899.159,00","$102,23","$107,07","$101,88","$104,06","$64.861.920,00",2023-02-03,"$145,97","$155,19","$145,77","$152,35","$152.210.684,00"
2023-02-06,"$20,79","$21,55","$20,77","$21,07","$45.180.257,00","$101,70","$103,65","$101,18","$102,20","$31.780.353,00",2023-02-06,"$150,45","$150,97","$148,68","$149,62","$68.886.785,00"
2023-02-07,"$21,36","$22,24","$21,13","$22,15","$66.357.143,00","$102,51","$107,44","$102,41","$106,90","$48.674.525,00",2023-02-07,"$148,55","$153,07","$148,55","$152,50","$82.163.842,00"
2023-02-08,"$22,37","$22,86","$21,99","$22,19","$55.916.477,00","$101,35","$102,43","$97,36","$98,69","$94.094.515,00",2023-02-08,"$151,74","$152,43","$149,07","$149,81","$63.228.361,00"
2023-02-09,"$22,59","$23,00","$22,10","$22,32","$52.342.078,00","$99,32","$99,34","$92,99","$94,36","$118.636.757,00",2023-02-09,"$151,64","$152,18","$148,33","$148,77","$55.228.190,00"
2023-02-10,"$21,67","$22,06","$20,79","$21,25","$55.025.763,00","$94,80","$96,09","$93,60","$93,92","$54.604.084,00",2023-02-10,"$147,61","$149,46","$147,37","$149,14","$56.738.244,00"
2023-02-13,"$21,52","$22,03","$20,94","$21,77","$47.450.444,00","$94,09","$94,55","$93,20","$93,96","$49.733.088,00",2023-02-13,"$149,08","$152,35","$149,05","$151,94","$61.427.627,00"
2023-02-14,"$21,56","$23,03","$21,35","$22,95","$67.488.540,00","$93,78","$94,20","$91,63","$94,03","$54.351.281,00",2023-02-14,"$150,23","$151,86","$148,99","$151,30","$60.942.337,00"
2023-02-15,"$22,53","$22,84","$22,09","$22,74","$42.082.197,00","$93,84","$96,45","$93,51","$96,28","$49.953.956,00",2023-02-15,"$151,21","$153,57","$150,98","$153,40","$64.760.597,00"
2023-02-16,"$22,11","$22,53","$21,91","$21,98","$41.166.677,00","$94,72","$97,01","$94,09","$94,86","$42.171.771,00",2023-02-16,"$151,61","$154,39","$151,45","$151,80","$67.322.531,00"
