DATE,open NVIDIA,high NVIDIA,low NVIDIA,close NVIDIA,volume NVIDIA,open GOOGLE,high GOOGLE,low GOOGLE,close GOOGLE,volume GOOGLE,date APPLE,open APPLE,high APPLE,low APPLE,close APPLE,volume APPLE
2020-01-31,"$6,07","$6,08","$5,84","$5,89","$9.220.463,00","$72,89","$72,98","$70,86","$71,15","$2.176.067,00",2020-01-31,"$77,51","$77,93","$74,46","$74,75","$48.203.265,00"
2020-02-03,"$5,87","$6,00","$5,86","$5,98","$6.370.571,00","$72,58","$73,81","$72,33","$73,62","$3.584.039,00",2020-02-03,"$73,49","$75,71","$72,99","$74,55","$41.972.213,00"
2020-02-04,"$6,12","$6,17","$6,07","$6,15","$6.759.306,00","$72,23","$72,86","$70,61","$71,78","$4.761.132,00",2020-02-04,"$76,15","$77,20","$75,75","$77,01","$32.994.671,00"
2020-02-05,"$6,27","$6,28","$6,16","$6,24","$5.182.999,00","$72,68","$72,73","$70,99","$71,81","$1.806.334,00",2020-02-05,"$78,13","$78,43","$77,03","$77,63","$28.698.234,00"
2020-02-06,"$6,28","$6,33","$6,20","$6,33","$5.433.505,00","$72,10","$73,57","$72,03","$73,29","$1.878.126,00",2020-02-06,"$77,90","$78,54","$77,35","$78,54","$25.461.671,00"
2020-02-07,"$6,29","$6,31","$6,24","$6,26","$4.723.326,00","$72,87","$73,75","$72,77","$73,45","$1.408.335,00",2020-02-07,"$78,04","$78,29","$76,98","$77,47","$28.489.692,00"
2020-02-10,"$6,29","$6,55","$6,28","$6,55","$13.183.094,00","$73,36","$74,93","$73,25","$74,92","$1.901.954,00",2020-02-10,"$76,06","$77,84","$75,98","$77,84","$26.471.863,00"
2020-02-11,"$6,65","$6,78","$6,59","$6,67","$15.894.913,00","$75,15","$75,97","$74,76","$74,99","$1.730.710,00",2020-02-11,"$78,34","$78,41","$77,16","$77,37","$22.834.383,00"
2020-02-12,"$6,72","$6,79","$6,68","$6,78","$9.325.703,00","$75,27","$75,49","$74,92","$75,41","$1.541.504,00",2020-02-12,"$77,82","$79,22","$77,82","$79,21","$27.532.594,00"
2020-02-13,"$6,73","$6,81","$6,70","$6,74","$13.143.441,00","$74,98","$75,77","$74,68","$75,15","$1.137.811,00",2020-02-13,"$78,48","$78,97","$78,28","$78,65","$22.937.103,00"
2020-02-14,"$7,15","$7,34","$7,12","$7,21","$25.935.732,00","$75,21","$75,48","$74,76","$75,42","$1.151.911,00",2020-02-14,"$78,62","$78,92","$78,16","$78,67","$19.394.419,00"
2020-02-18,"$7,11","$7,40","$7,09","$7,38","$15.479.825,00","$75,20","$76,00","$75,03","$75,45","$1.275.216,00",2020-02-18,"$76,34","$77,41","$76,16","$77,23","$36.925.747,00"
2020-02-19,"$7,50","$7,85","$7,50","$7,83","$17.283.264,00","$75,84","$76,01","$75,53","$75,72","$1.129.547,00",2020-02-19,"$77,47","$78,57","$77,47","$78,34","$22.752.248,00"
2020-02-20,"$7,79","$7,87","$7,38","$7,68","$20.163.878,00","$75,43","$75,83","$74,70","$75,33","$1.289.492,00",2020-02-20,"$78,10","$78,59","$77,03","$77,54","$24.345.669,00"
2020-02-21,"$7,57","$7,60","$7,24","$7,32","$19.149.271,00","$74,71","$75,03","$73,42","$73,66","$2.112.274,00",2020-02-21,"$77,13","$77,58","$75,17","$75,79","$31.363.283,00"
2020-02-24,"$6,73","$7,02","$6,67","$6,80","$21.330.367,00","$70,67","$71,33","$69,86","$70,51","$2.461.064,00",2020-02-24,"$71,96","$73,64","$70,02","$72,19","$53.790.419,00"
2020-02-25,"$6,88","$6,94","$6,42","$6,52","$26.273.652,00","$71,06","$71,35","$68,55","$68,84","$2.561.301,00",2020-02-25,"$72,86","$73,24","$69,27","$69,74","$55.842.981,00"
2020-02-26,"$6,52","$6,86","$6,52","$6,66","$18.660.733,00","$69,27","$70,20","$68,36","$69,05","$2.473.122,00",2020-02-26,"$69,37","$72,11","$69,36","$70,85","$47.946.384,00"
2020-02-27,"$6,35","$6,65","$6,20","$6,29","$22.576.043,00","$67,49","$68,00","$65,26","$65,30","$3.093.140,00",2020-02-27,"$68,05","$69,24","$66,08","$66,22","$77.614.288,00"
2020-02-28,"$6,04","$6,79","$6,02","$6,73","$28.261.215,00","$63,28","$66,66","$62,98","$66,50","$3.983.425,00",2020-02-28,"$62,28","$67,40","$62,06","$66,18","$103.252.367,00"
2020-03-02,"$6,90","$6,91","$6,50","$6,89","$22.185.666,00","$67,11","$68,90","$65,81","$68,84","$2.752.479,00",2020-03-02,"$68,34","$72,97","$67,23","$72,34","$82.647.691,00"
2020-03-03,"$6,94","$7,00","$6,54","$6,62","$16.259.066,00","$69,41","$69,93","$66,01","$66,43","$2.810.724,00",2020-03-03,"$73,51","$73,59","$69,19","$70,04","$77.340.767,00"
2020-03-04,"$6,73","$7,10","$6,66","$7,09","$14.879.640,00","$67,48","$68,67","$66,39","$68,61","$2.363.554,00",2020-03-04,"$71,76","$73,45","$70,96","$73,29","$53.060.156,00"
2020-03-05,"$6,89","$7,05","$6,76","$6,81","$13.457.873,00","$66,82","$67,22","$64,64","$65,29","$2.700.357,00",2020-03-05,"$71,54","$72,52","$70,55","$70,91","$45.408.857,00"
2020-03-06,"$6,63","$6,68","$6,43","$6,63","$12.837.264,00","$63,06","$64,69","$62,43","$64,34","$3.210.173,00",2020-03-06,"$68,27","$70,40","$68,08","$69,97","$54.754.380,00"
2020-03-09,"$5,98","$6,46","$5,93","$6,11","$15.296.908,00","$59,84","$62,21","$59,49","$60,37","$3.438.860,00",2020-03-09,"$63,85","$67,32","$63,67","$64,44","$69.417.084,00"
2020-03-10,"$6,39","$6,50","$6,13","$6,50","$14.462.175,00","$62,29","$63,36","$60,31","$63,32","$2.724.774,00",2020-03-10,"$67,09","$69,34","$65,21","$69,08","$69.064.896,00"
2020-03-11,"$6,36","$6,39","$6,04","$6,14","$12.504.940,00","$61,99","$62,42","$59,15","$60,13","$2.722.915,00",2020-03-11,"$67,15","$68,08","$65,81","$66,68","$61.877.033,00"
2020-03-12,"$5,62","$5,88","$5,37","$5,39","$20.337.475,00","$55,75","$59,03","$55,04","$55,20","$4.683.987,00",2020-03-12,"$61,96","$65,36","$60,04","$60,09","$101.306.852,00"
2020-03-13,"$5,74","$6,00","$5,47","$6,00","$15.811.894,00","$58,35","$60,30","$55,23","$60,30","$3.942.778,00",2020-03-13,"$64,13","$67,76","$61,24","$67,29","$89.749.233,00"
2020-03-16,"$5,29","$5,63","$4,83","$4,89","$18.106.564,00","$54,11","$56,88","$52,99","$53,28","$4.792.923,00",2020-03-16,"$58,57","$62,72","$58,10","$58,64","$78.054.439,00"
2020-03-17,"$5,00","$5,50","$4,76","$5,41","$20.763.105,00","$54,16","$55,91","$52,10","$55,52","$4.131.195,00",2020-03-17,"$59,92","$62,36","$57,71","$61,21","$78.449.593,00"
2020-03-18,"$4,98","$5,23","$4,50","$5,05","$21.775.190,00","$52,63","$54,87","$51,49","$54,19","$4.620.373,00",2020-03-18,"$58,05","$60,52","$57,40","$59,72","$72.682.529,00"
2020-03-19,"$5,03","$5,40","$4,82","$5,30","$19.066.500,00","$54,04","$57,24","$52,42","$55,20","$3.677.884,00",2020-03-19,"$59,89","$61,21","$58,73","$59,26","$65.812.921,00"
2020-03-20,"$5,45","$5,74","$5,11","$5,12","$20.040.959,00","$56,16","$56,53","$52,74","$53,04","$4.115.508,00",2020-03-20,"$59,84","$60,96","$55,20","$55,50","$97.244.485,00"
2020-03-23,"$5,12","$5,39","$4,94","$5,30","$16.037.082,00","$52,46","$52,98","$50,10","$52,35","$4.154.974,00",2020-03-23,"$55,22","$55,32","$51,47","$54,32","$81.523.235,00"
2020-03-24,"$5,70","$6,29","$5,68","$6,21","$27.438.533,00","$54,82","$56,28","$53,95","$56,11","$3.598.616,00",2020-03-24,"$57,22","$59,96","$56,72","$59,77","$69.607.404,00"
2020-03-25,"$6,32","$6,52","$6,07","$6,12","$19.761.796,00","$55,84","$56,92","$53,78","$54,70","$4.485.227,00",2020-03-25,"$60,70","$62,52","$59,14","$59,44","$73.497.973,00"
2020-03-26,"$6,32","$6,53","$6,23","$6,41","$17.374.876,00","$55,35","$58,17","$54,23","$57,75","$3.808.156,00",2020-03-26,"$59,68","$62,62","$59,64","$62,56","$61.026.874,00"
2020-03-27,"$6,23","$6,55","$6,19","$6,29","$15.911.211,00","$55,99","$57,16","$54,82","$55,13","$3.118.152,00",2020-03-27,"$61,19","$61,94","$59,81","$59,97","$49.438.123,00"
2020-03-30,"$6,36","$6,62","$6,32","$6,62","$15.000.127,00","$56,24","$57,16","$54,55","$56,92","$2.916.710,00",2020-03-30,"$60,70","$61,86","$60,38","$61,69","$40.664.844,00"
2020-03-31,"$6,66","$6,86","$6,42","$6,57","$23.660.717,00","$57,04","$58,27","$56,45","$57,70","$3.241.611,00",2020-03-31,"$61,88","$63,55","$61,01","$61,56","$47.691.543,00"
2020-04-01,"$6,37","$6,51","$6,01","$6,05","$16.361.617,00","$55,82","$56,08","$54,30","$54,73","$2.580.718,00",2020-04-01,"$59,67","$60,21","$57,89","$58,32","$42.660.126,00"
2020-04-02,"$6,08","$6,38","$6,04","$6,36","$16.831.286,00","$54,62","$55,75","$54,28","$55,47","$2.801.212,00",2020-04-02,"$58,18","$59,35","$57,35","$59,29","$40.170.350,00"
2020-04-03,"$6,33","$6,37","$5,94","$6,08","$16.518.764,00","$55,35","$55,56","$53,39","$54,26","$2.551.101,00",2020-04-03,"$58,78","$59,48","$57,85","$58,44","$31.442.194,00"
2020-04-06,"$6,36","$6,72","$6,30","$6,69","$17.873.458,00","$56,26","$59,13","$55,86","$58,75","$3.135.436,00",2020-04-06,"$60,74","$63,70","$60,37","$63,54","$48.857.961,00"
2020-04-07,"$6,91","$6,93","$6,41","$6,45","$19.539.908,00","$60,43","$60,62","$58,46","$58,72","$3.059.852,00",2020-04-07,"$65,56","$65,77","$62,70","$62,80","$49.116.252,00"
2020-04-08,"$6,56","$6,67","$6,49","$6,65","$13.510.615,00","$59,74","$60,33","$58,79","$59,94","$2.002.898,00",2020-04-08,"$63,61","$64,73","$63,24","$64,41","$40.887.213,00"
2020-04-09,"$6,77","$6,80","$6,49","$6,55","$13.107.268,00","$60,49","$60,68","$59,21","$59,92","$2.682.920,00",2020-04-09,"$65,05","$65,38","$64,08","$64,88","$39.178.044,00"
2020-04-13,"$6,49","$6,73","$6,40","$6,72","$9.923.050,00","$59,66","$60,31","$58,71","$60,11","$1.921.871,00",2020-04-13,"$64,95","$66,26","$64,35","$66,15","$31.718.834,00"
2020-04-14,"$6,85","$7,11","$6,82","$7,07","$13.224.212,00","$61,57","$63,35","$61,01","$62,83","$3.146.164,00",2020-04-14,"$67,78","$69,78","$67,31","$69,49","$47.205.588,00"
2020-04-15,"$6,90","$7,08","$6,86","$6,99","$9.119.693,00","$61,90","$63,32","$61,28","$62,43","$2.097.377,00",2020-04-15,"$68,37","$69,32","$67,94","$68,86","$31.750.727,00"
2020-04-16,"$7,15","$7,45","$7,14","$7,34","$18.571.185,00","$62,92","$63,23","$61,49","$62,44","$2.874.926,00",2020-04-16,"$69,57","$69,77","$68,35","$69,40","$38.037.901,00"
2020-04-17,"$7,42","$7,44","$7,15","$7,28","$13.427.885,00","$63,65","$64,06","$62,87","$63,51","$2.535.339,00",2020-04-17,"$68,92","$69,47","$67,02","$68,46","$52.109.148,00"
2020-04-20,"$7,15","$7,31","$7,11","$7,15","$11.192.832,00","$63,06","$63,40","$62,39","$62,63","$1.752.507,00",2020-04-20,"$67,29","$68,19","$67,02","$67,04","$31.474.918,00"
2020-04-21,"$7,03","$7,09","$6,65","$6,71","$18.310.669,00","$61,71","$62,07","$59,84","$60,19","$2.465.398,00",2020-04-21,"$66,88","$67,12","$64,26","$64,97","$43.815.587,00"
2020-04-22,"$6,90","$7,17","$6,86","$7,13","$12.073.086,00","$61,63","$63,56","$61,44","$62,49","$2.299.929,00",2020-04-22,"$66,24","$67,28","$65,90","$66,84","$28.290.817,00"
2020-04-23,"$7,17","$7,30","$7,05","$7,07","$10.564.488,00","$62,85","$63,97","$62,59","$63,12","$1.698.407,00",2020-04-23,"$66,78","$68,21","$66,54","$66,58","$30.215.859,00"
2020-04-24,"$7,06","$7,21","$6,99","$7,21","$8.783.319,00","$62,32","$63,45","$61,77","$63,39","$1.859.182,00",2020-04-24,"$67,11","$68,51","$67,06","$68,50","$30.541.916,00"
2020-04-27,"$7,35","$7,56","$7,32","$7,40","$11.940.163,00","$64,16","$64,26","$62,82","$63,11","$2.194.198,00",2020-04-27,"$68,22","$68,88","$67,77","$68,55","$28.345.313,00"
2020-04-28,"$7,55","$7,58","$7,25","$7,26","$11.031.404,00","$63,72","$63,80","$61,10","$61,21","$4.007.365,00",2020-04-28,"$69,01","$69,20","$67,35","$67,44","$27.114.827,00"
2020-04-29,"$7,39","$7,49","$7,32","$7,43","$9.443.730,00","$66,79","$67,54","$65,88","$66,65","$5.380.775,00",2020-04-29,"$68,93","$70,13","$68,73","$69,66","$33.233.805,00"
2020-04-30,"$7,38","$7,43","$7,27","$7,28","$9.362.959,00","$66,11","$67,04","$65,62","$66,87","$2.773.000,00",2020-04-30,"$70,20","$71,30","$69,81","$71,13","$44.317.314,00"
2020-05-01,"$7,08","$7,20","$7,00","$7,04","$8.520.628,00","$65,75","$67,11","$65,03","$65,41","$2.426.815,00",2020-05-01,"$69,30","$72,38","$69,20","$69,98","$58.250.042,00"
2020-05-04,"$7,00","$7,27","$7,00","$7,26","$7.909.309,00","$64,96","$65,77","$64,36","$65,69","$1.529.795,00",2020-05-04,"$70,00","$71,10","$69,31","$70,97","$32.335.020,00"
2020-05-05,"$7,36","$7,48","$7,26","$7,32","$9.188.106,00","$66,42","$68,08","$66,29","$66,99","$1.969.733,00",2020-05-05,"$71,43","$72,87","$71,28","$72,04","$35.768.542,00"
2020-05-06,"$7,40","$7,52","$7,36","$7,42","$8.056.497,00","$67,43","$67,97","$66,80","$66,81","$1.575.761,00",2020-05-06,"$72,74","$73,41","$72,35","$72,78","$34.457.060,00"
2020-05-07,"$7,56","$7,66","$7,51","$7,59","$9.308.510,00","$67,60","$68,33","$67,16","$68,00","$1.525.298,00",2020-05-07,"$73,41","$73,88","$73,10","$73,53","$27.892.024,00"
2020-05-08,"$7,67","$7,79","$7,63","$7,78","$8.466.026,00","$68,62","$69,35","$68,13","$68,74","$1.655.072,00",2020-05-08,"$74,19","$75,33","$73,86","$75,28","$32.488.168,00"
2020-05-11,"$7,78","$8,08","$7,75","$8,04","$11.682.883,00","$68,37","$70,29","$68,30","$69,70","$1.624.651,00",2020-05-11,"$74,79","$76,96","$74,58","$76,47","$35.427.294,00"
2020-05-12,"$8,09","$8,14","$7,76","$7,77","$12.280.665,00","$69,93","$70,23","$68,25","$68,29","$1.684.257,00",2020-05-12,"$77,15","$77,60","$75,47","$75,59","$39.397.273,00"
2020-05-13,"$7,89","$8,05","$7,57","$7,75","$15.587.928,00","$68,34","$68,79","$65,95","$66,95","$2.004.578,00",2020-05-13,"$75,77","$76,69","$73,60","$74,68","$48.699.433,00"
2020-05-14,"$7,81","$8,01","$7,66","$8,00","$15.001.745,00","$66,22","$67,40","$65,71","$67,38","$1.820.461,00",2020-05-14,"$73,92","$75,20","$73,19","$75,14","$38.578.762,00"
2020-05-15,"$7,86","$8,47","$7,84","$8,46","$24.599.499,00","$66,95","$68,26","$66,49","$68,18","$2.062.969,00",2020-05-15,"$72,91","$74,74","$72,87","$74,69","$40.379.721,00"
2020-05-18,"$8,73","$8,88","$8,65","$8,72","$19.337.886,00","$67,61","$69,16","$67,25","$68,78","$2.340.308,00",2020-05-18,"$76,02","$76,83","$75,33","$76,45","$32.813.466,00"
2020-05-19,"$8,76","$9,05","$8,73","$8,77","$17.866.251,00","$68,80","$69,15","$68,22","$68,25","$1.568.433,00",2020-05-19,"$76,47","$77,32","$75,98","$76,01","$24.694.037,00"
2020-05-20,"$8,96","$9,01","$8,86","$8,94","$14.633.717,00","$68,98","$70,12","$68,90","$69,98","$1.900.029,00",2020-05-20,"$76,87","$77,56","$76,83","$77,49","$27.066.888,00"
2020-05-21,"$9,02","$9,02","$8,71","$8,74","$18.955.947,00","$70,07","$70,34","$69,24","$69,86","$1.534.393,00",2020-05-21,"$77,35","$77,89","$76,67","$76,91","$24.926.851,00"
2020-05-22,"$8,79","$9,06","$8,68","$8,99","$25.872.605,00","$69,71","$70,36","$69,32","$70,18","$1.417.430,00",2020-05-22,"$76,65","$77,49","$76,55","$77,41","$19.857.048,00"
2020-05-26,"$9,12","$9,15","$8,64","$8,69","$19.197.753,00","$71,60","$71,76","$70,48","$70,58","$2.214.217,00",2020-05-26,"$78,53","$78,71","$76,83","$76,88","$30.469.432,00"
2020-05-27,"$8,59","$8,60","$7,97","$8,49","$29.287.828,00","$70,51","$70,78","$69,25","$70,53","$1.573.334,00",2020-05-27,"$76,74","$77,36","$76,00","$77,22","$27.416.523,00"
2020-05-28,"$8,38","$8,73","$8,35","$8,46","$18.334.677,00","$69,52","$71,73","$69,47","$70,43","$1.747.734,00",2020-05-28,"$76,89","$78,51","$76,62","$77,25","$32.420.798,00"
2020-05-29,"$8,52","$8,84","$8,45","$8,84","$18.578.655,00","$70,54","$71,34","$70,31","$71,19","$1.839.832,00",2020-05-29,"$77,50","$77,96","$76,82","$77,18","$37.268.718,00"
2020-06-01,"$8,80","$8,81","$8,66","$8,77","$9.726.468,00","$70,80","$71,59","$70,63","$71,25","$1.250.629,00",2020-06-01,"$77,13","$78,25","$77,00","$78,13","$19.611.389,00"
2020-06-02,"$8,76","$8,80","$8,63","$8,79","$9.746.599,00","$71,26","$71,66","$70,59","$71,62","$1.164.040,00",2020-06-02,"$77,86","$78,51","$77,42","$78,49","$21.274.562,00"
2020-06-03,"$8,79","$8,83","$8,67","$8,74","$9.102.010,00","$71,64","$71,95","$71,09","$71,47","$1.377.142,00",2020-06-03,"$78,81","$79,18","$78,24","$78,92","$25.364.377,00"
2020-06-04,"$8,70","$8,91","$8,65","$8,74","$10.572.356,00","$71,35","$71,57","$69,82","$70,23","$1.339.864,00",2020-06-04,"$78,74","$79,04","$77,87","$78,24","$21.254.559,00"
2020-06-05,"$8,77","$8,97","$8,68","$8,89","$12.004.359,00","$70,30","$71,82","$69,90","$71,51","$2.117.744,00",2020-06-05,"$78,49","$80,53","$78,46","$80,47","$33.316.406,00"
2020-06-08,"$8,85","$8,86","$8,66","$8,78","$9.661.725,00","$70,83","$71,95","$70,74","$71,91","$1.682.279,00",2020-06-08,"$80,17","$80,98","$79,45","$80,94","$23.219.327,00"
2020-06-09,"$8,77","$9,08","$8,72","$9,02","$11.673.896,00","$71,77","$72,89","$71,62","$72,11","$1.669.640,00",2020-06-09,"$80,62","$83,89","$80,59","$83,50","$35.855.952,00"
2020-06-10,"$9,14","$9,47","$9,12","$9,34","$15.752.823,00","$72,58","$73,13","$72,22","$72,73","$1.577.239,00",2020-06-10,"$84,45","$86,12","$84,01","$85,65","$40.453.301,00"
2020-06-11,"$9,12","$9,23","$8,76","$8,77","$14.543.568,00","$71,56","$72,08","$69,44","$69,61","$2.341.098,00",2020-06-11,"$84,79","$85,22","$81,44","$81,54","$48.951.912,00"
2020-06-12,"$9,13","$9,16","$8,67","$8,90","$14.226.042,00","$70,80","$71,23","$68,82","$70,16","$1.821.195,00",2020-06-12,"$83,68","$84,43","$81,13","$82,24","$48.583.787,00"
2020-06-15,"$8,79","$9,15","$8,72","$9,14","$9.967.402,00","$69,00","$70,76","$68,88","$70,55","$1.517.188,00",2020-06-15,"$80,89","$83,91","$80,73","$83,26","$33.694.694,00"
2020-06-16,"$9,19","$9,24","$8,81","$9,04","$13.349.165,00","$71,95","$72,36","$70,96","$71,83","$1.524.313,00",2020-06-16,"$85,31","$85,74","$83,68","$85,46","$40.156.469,00"
2020-06-17,"$9,08","$9,27","$9,04","$9,21","$10.174.263,00","$72,15","$72,61","$71,26","$72,13","$1.520.016,00",2020-06-17,"$86,21","$86,27","$85,22","$85,35","$27.771.219,00"
2020-06-18,"$9,20","$9,25","$9,08","$9,19","$6.339.470,00","$72,00","$72,15","$70,82","$71,21","$1.731.131,00",2020-06-18,"$85,30","$85,80","$84,77","$85,38","$23.502.366,00"
2020-06-19,"$9,21","$9,41","$9,20","$9,23","$13.061.208,00","$71,51","$71,73","$70,46","$70,74","$2.621.090,00",2020-06-19,"$86,09","$86,55","$83,78","$84,89","$64.199.409,00"
2020-06-22,"$9,27","$9,50","$9,24","$9,50","$9.929.090,00","$70,76","$72,05","$70,47","$72,04","$1.461.989,00",2020-06-22,"$85,28","$87,26","$85,24","$87,11","$32.878.193,00"
2020-06-23,"$9,52","$9,61","$9,38","$9,42","$9.347.021,00","$72,10","$73,25","$71,76","$72,70","$1.874.653,00",2020-06-23,"$88,36","$90,39","$87,94","$88,97","$51.499.002,00"
2020-06-24,"$9,45","$9,53","$9,11","$9,21","$11.197.534,00","$72,66","$73,28","$71,01","$71,14","$1.568.759,00",2020-06-24,"$88,60","$89,52","$87,03","$87,40","$46.757.696,00"
2020-06-25,"$9,33","$9,47","$9,15","$9,46","$9.371.088,00","$71,07","$71,62","$70,49","$71,56","$1.189.701,00",2020-06-25,"$87,56","$88,60","$86,80","$88,56","$33.382.428,00"
2020-06-26,"$9,47","$9,47","$9,10","$9,13","$14.753.795,00","$71,14","$71,36","$67,29","$67,66","$4.848.570,00",2020-06-26,"$88,46","$88,68","$85,69","$85,84","$49.824.415,00"
2020-06-29,"$9,14","$9,17","$8,87","$9,17","$8.528.209,00","$67,55","$69,42","$67,12","$69,38","$2.238.241,00",2020-06-29,"$85,75","$87,91","$85,27","$87,82","$31.713.235,00"
2020-06-30,"$9,28","$9,50","$9,24","$9,47","$9.167.232,00","$69,37","$70,71","$68,87","$70,42","$2.000.521,00",2020-06-30,"$87,41","$88,84","$87,39","$88,55","$34.038.029,00"
2020-07-01,"$9,49","$9,54","$9,38","$9,50","$8.139.520,00","$70,47","$71,93","$70,22","$71,61","$2.094.676,00",2020-07-01,"$88,63","$89,17","$88,34","$88,38","$26.880.542,00"
2020-07-02,"$9,61","$9,71","$9,55","$9,58","$9.071.573,00","$72,09","$73,92","$72,06","$72,99","$2.841.320,00",2020-07-02,"$89,29","$89,93","$88,27","$88,38","$27.682.658,00"
2020-07-06,"$9,71","$9,88","$9,68","$9,81","$7.871.538,00","$73,90","$74,98","$73,34","$74,47","$2.220.317,00",2020-07-06,"$89,81","$91,22","$89,78","$90,75","$28.802.667,00"
2020-07-07,"$9,91","$10,04","$9,82","$9,84","$8.915.771,00","$74,29","$75,54","$73,97","$73,99","$2.103.684,00",2020-07-07,"$91,13","$91,91","$90,36","$90,47","$27.290.089,00"
2020-07-08,"$9,96","$10,19","$9,93","$10,18","$9.107.141,00","$74,53","$75,04","$74,10","$74,67","$1.577.412,00",2020-07-08,"$91,45","$92,61","$91,36","$92,57","$28.423.110,00"
2020-07-09,"$10,35","$10,54","$10,20","$10,47","$12.323.326,00","$74,98","$75,93","$74,27","$75,41","$2.077.505,00",2020-07-09,"$93,47","$93,52","$91,92","$92,97","$30.498.747,00"
2020-07-10,"$10,55","$10,62","$10,34","$10,45","$12.401.205,00","$75,14","$76,54","$74,52","$76,42","$1.783.760,00",2020-07-10,"$92,57","$93,19","$91,96","$93,14","$21.909.201,00"
2020-07-13,"$10,56","$10,76","$9,99","$10,02","$11.389.528,00","$76,97","$78,28","$74,81","$75,09","$2.133.017,00",2020-07-13,"$94,44","$97,05","$92,49","$92,71","$46.521.261,00"
2020-07-14,"$10,04","$10,37","$9,75","$10,34","$13.522.538,00","$74,13","$75,62","$73,79","$75,52","$1.892.348,00",2020-07-14,"$92,09","$94,43","$91,15","$94,24","$41.506.205,00"
2020-07-15,"$10,38","$10,40","$10,02","$10,19","$10.066.587,00","$75,64","$76,29","$74,38","$75,32","$1.540.699,00",2020-07-15,"$96,12","$96,37","$93,69","$94,89","$37.187.570,00"
2020-07-16,"$9,98","$10,17","$9,86","$10,10","$8.595.909,00","$74,56","$75,28","$73,90","$75,23","$1.315.157,00",2020-07-16,"$93,76","$94,58","$93,12","$93,72","$26.841.811,00"
2020-07-17,"$10,19","$10,22","$10,05","$10,17","$6.635.386,00","$75,33","$75,65","$74,39","$75,32","$1.701.496,00",2020-07-17,"$94,17","$94,33","$93,06","$93,53","$22.377.579,00"
2020-07-20,"$10,24","$10,50","$10,12","$10,48","$7.097.998,00","$75,23","$77,91","$74,62","$77,66","$1.497.946,00",2020-07-20,"$93,62","$95,64","$93,27","$95,50","$21.923.952,00"
2020-07-21,"$10,48","$10,53","$10,25","$10,29","$6.918.954,00","$78,71","$78,81","$77,10","$77,26","$1.368.281,00",2020-07-21,"$96,29","$96,37","$93,93","$94,18","$25.107.556,00"
2020-07-22,"$10,33","$10,57","$10,26","$10,40","$9.152.231,00","$77,25","$77,81","$76,63","$77,71","$1.215.716,00",2020-07-22,"$93,89","$95,13","$93,80","$94,45","$21.604.407,00"
2020-07-23,"$10,42","$10,51","$10,00","$10,10","$10.257.850,00","$77,76","$77,98","$74,91","$75,32","$1.683.884,00",2020-07-23,"$94,18","$94,26","$89,34","$90,15","$47.821.176,00"
2020-07-24,"$9,84","$10,33","$9,75","$10,16","$11.793.650,00","$74,45","$75,25","$73,87","$74,89","$1.485.137,00",2020-07-24,"$88,35","$90,27","$86,56","$89,93","$45.013.734,00"
2020-07-27,"$10,20","$10,41","$10,18","$10,39","$7.279.358,00","$75,14","$76,35","$75,10","$75,95","$1.346.896,00",2020-07-27,"$90,99","$92,15","$90,77","$92,06","$29.423.704,00"
2020-07-28,"$10,34","$10,35","$10,18","$10,18","$6.768.698,00","$75,73","$75,78","$74,51","$74,67","$1.534.947,00",2020-07-28,"$91,63","$91,80","$90,54","$90,55","$25.154.259,00"
2020-07-29,"$10,36","$10,48","$10,31","$10,43","$7.089.449,00","$74,73","$76,14","$74,64","$75,65","$1.126.007,00",2020-07-29,"$91,03","$92,47","$90,99","$92,28","$21.926.667,00"
2020-07-30,"$10,34","$10,59","$10,26","$10,58","$7.696.759,00","$74,39","$76,52","$74,25","$76,39","$1.789.776,00",2020-07-30,"$91,45","$93,50","$91,05","$93,40","$38.384.746,00"
2020-07-31,"$10,53","$10,73","$10,40","$10,58","$9.625.626,00","$74,34","$74,74","$72,20","$73,89","$4.545.035,00",2020-07-31,"$99,90","$103,33","$97,90","$103,18","$90.867.211,00"
2020-08-03,"$10,70","$11,06","$10,68","$10,97","$10.291.746,00","$74,04","$74,37","$73,08","$73,63","$2.260.495,00",2020-08-03,"$105,06","$108,40","$104,76","$105,78","$74.801.149,00"
2020-08-04,"$11,01","$11,19","$10,87","$11,19","$7.733.065,00","$73,83","$74,14","$72,70","$73,16","$1.847.864,00",2020-08-04,"$105,96","$107,57","$105,24","$106,48","$42.011.705,00"
2020-08-05,"$11,21","$11,33","$11,13","$11,25","$6.242.047,00","$73,34","$73,99","$73,06","$73,45","$1.447.534,00",2020-08-05,"$106,20","$107,19","$105,74","$106,87","$29.560.326,00"
2020-08-06,"$11,31","$11,32","$11,14","$11,30","$6.087.955,00","$73,30","$74,80","$73,09","$74,73","$1.653.855,00",2020-08-06,"$107,20","$111,09","$106,61","$110,60","$49.137.935,00"
2020-08-07,"$11,28","$11,47","$11,00","$11,16","$8.534.915,00","$74,94","$75,48","$73,80","$74,41","$1.376.798,00",2020-08-07,"$110,12","$110,57","$107,28","$108,08","$48.160.617,00"
2020-08-10,"$11,30","$11,37","$10,82","$11,13","$10.659.937,00","$74,03","$74,84","$73,37","$74,33","$1.020.293,00",2020-08-10,"$109,53","$110,67","$107,00","$109,65","$51.652.216,00"
